Species,Owner,Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25
Arabica,compañia colombiana agroindustrial s.a,Colombia,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25
Arabica,juan luis alvarado romero,Guatemala,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25
Arabica,exportadora de cafe condor s.a,Colombia,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25
Arabica,calixto guillen vazquez,Mexico,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25
Arabica,kona pacific farmers cooperative,United States of America,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25
Arabica,ernesto rodriguez luna,Mexico,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25
Arabica,modesto landeros flores,Mexico,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25
Arabica,juan luis alvarado romero,Guatemala,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25
Arabica,nucoffee,Brazil,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25
Arabica,exportadora de cafe condor s.a,Colombia,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25
Arabica,racafe & cia s.c.a,Colombia,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25
Arabica,exportadora de cafe condor s.a,Colombia,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25
Arabica,exportadora de cafe condor s.a,Colombia,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25
Arabica,exportadora de cafe condor s.a,Colombia,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25
Arabica,ipanema coffees,Brazil,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17
Arabica,juan luis alvarado romero,Guatemala,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17
Arabica,taylor winch (t) ltd,United Republic of Tanzania,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17
Arabica,andrea bernal,Peru,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,83.17
Arabica,"sunvirtue co., ltd.",Vietnam,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17
Arabica,juan luis alvarado romero,Guatemala,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17
Arabica,cadexsa,Honduras,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17
Arabica,yunnan coffee exchange,China,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17
Arabica,yunnan coffee exchange,China,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17
Arabica,consejo salvadoreño del café,El Salvador,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17
Arabica,juan luis alvarado romero,Guatemala,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17
Arabica,juan luis alvarado romero,Guatemala,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17
Arabica,taylor winch (coffee) ltd.,Kenya,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17
Arabica,doi tung development project,Thailand,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17
Arabica,tutunze kahawa ltd,United Republic of Tanzania,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17
Arabica,racafe & cia s.c.a,Colombia,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17
Arabica,kabum trading company,Uganda,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17
Arabica,cafe politico,Colombia,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.17
Arabica,mayra yessenia torres,Honduras,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17
Arabica,,Honduras,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17
Arabica,juan luis alvarado romero,Guatemala,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17
Arabica,eileen koyanagi,United States of America,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17
Arabica,balam hinyula,United Republic of Tanzania,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17
Arabica,juan luis alvarado romero,Guatemala,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17
Arabica,nestor mendez gomez,Mexico,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17
Arabica,saul m. hernandez ramirez,Mexico,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17
Arabica,saul m. hernandez ramirez,Mexico,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.17
Arabica,racafe & cia s.c.a,Colombia,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17
Arabica,fernando mendoza aparicio,Mexico,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17
Arabica,exportadora de cafe condor s.a,Colombia,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17
Arabica,alfredo bojalil,Mexico,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.17
Arabica,nucoffee,Brazil,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17
Arabica,nucoffee,Brazil,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17
Arabica,felipe isaza,Guatemala,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,83.17
Arabica,nucoffee,Brazil,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17
Arabica,nucoffee,Brazil,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,83.17
Arabica,the coffee source inc.,El Salvador,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,83.17
Arabica,ethiopia commodity exchange,Ethiopia,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17
Arabica,carcafe ltda ci,Colombia,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,83.08
Arabica,racafe & cia s.c.a,Colombia,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,7.17,83.08
Arabica,ipanema coffees,Brazil,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08
Arabica,ipanema coffees,Brazil,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,83.08
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08
Arabica,bourbon specialty coffees,Brazil,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.08
Arabica,ipanema coffees,Brazil,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08
Arabica,eric thormaehlen,Costa Rica,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08
Arabica,eileen koyanagi,United States of America,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08
Arabica,kona pacific farmers cooperative,United States of America,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,83.08
Arabica,maria luisa del carmen rojas narvaez,Mexico,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08
Arabica,kona pacific farmers cooperative,United States of America,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,8.08,83.08
Arabica,kona pacific farmers cooperative,United States of America,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,83.08
Arabica,racafe & cia s.c.a,Colombia,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,83.08
Arabica,exportadora de cafe condor s.a,Colombia,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,83.08
Arabica,specialty coffee association of indonesia,Indonesia,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.5,83.08
Arabica,chris finch,Guatemala,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,7.75,83.08
Arabica,ipanema coffees,Brazil,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,83.0
Arabica,ipanema coffees,Brazil,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.0
Arabica,ipanema coffees,Brazil,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0
Arabica,ucfa,Uganda,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0
Arabica,ucfa,Uganda,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0
Arabica,carcafe ltda ci,Colombia,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.0
Arabica,"sunvirtue co., ltd.",Vietnam,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,83.0
Arabica,juan luis alvarado romero,Guatemala,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,83.0
Arabica,juan luis alvarado romero,Guatemala,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,83.0
Arabica,juan luis alvarado romero,Guatemala,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,83.0
Arabica,irene alves santos,Brazil,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,7.58,83.0
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.0
Arabica,star cafe ltd,Uganda,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0
Arabica,german negron,United States of America,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,83.0
Arabica,juan luis alvarado romero,Guatemala,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,83.0
Arabica,eric thormaehlen,Costa Rica,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0
Arabica,jacques pereira carneiro,Brazil,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.0
Arabica,racafe & cia s.c.a,Colombia,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.0
Arabica,exportadora de cafe condor s.a,Colombia,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,83.0
Arabica,carcafe ltda ci,Colombia,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,83.0
Arabica,carcafe ltda ci,Colombia,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0
Arabica,racafe & cia s.c.a,Colombia,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,83.0
Arabica,rosa aurora falcon fernandez,Mexico,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.0
Arabica,santiago solis ayerdi,Mexico,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,83.0
Arabica,alfredo bojalil,Mexico,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,83.0
Arabica,exportadora de cafe condor s.a,Colombia,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,7.5,83.0
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,83.0
Arabica,exportadora de cafe condor s.a,Colombia,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,83.0
Arabica,juan luis alvarado romero,Guatemala,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,7.33,83.0
Arabica,racafe & cia s.c.a,Colombia,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,7.5,83.0
Arabica,doi tung development project,Thailand,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.0
Arabica,racafe & cia s.c.a,Colombia,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,7.58,83.0
Arabica,kona pacific farmers cooperative,United States of America,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83.0
Arabica,kona pacific farmers cooperative,United States of America,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.0
Arabica,exportadora de cafe condor s.a,Colombia,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,7.42,83.0
Arabica,grounds for health admin,Nicaragua,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83.0
Arabica,doi tung development project,Thailand,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,7.42,83.0
Arabica,ipanema coffees,Brazil,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.92
Arabica,consejo salvadoreño del café,El Salvador,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,7.5,82.92
Arabica,racafe & cia s.c.a,Colombia,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,7.58,82.92
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92
Arabica,cqi taiwan icp cqi台灣合作夥伴,Ethiopia,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.58,82.92
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,7.58,82.92
Arabica,renee a. perrine,Philippines,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92
Arabica,zarah zamora perez,Philippines,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,82.92
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.92
Arabica,andrew bowman,Mexico,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,82.92
Arabica,expocaccer coop dos cafeic do cerrado ltda,Brazil,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,7.58,82.92
Arabica,kawacom uganda ltd,Uganda,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92
Arabica,nyapea coffee farmers association,Uganda,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92
Arabica,juan luis alvarado romero,Guatemala,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92
Arabica,juan luis alvarado romero,Guatemala,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92
Arabica,rob tuttle,Guatemala,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,7.75,82.92
Arabica,racafe & cia s.c.a,Colombia,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,82.92
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,82.92
Arabica,juan luis alvarado romero,Guatemala,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,82.92
Arabica,olam agro colombia,Colombia,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.92
Arabica,maria guadalupe gomez anzo,Mexico,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,82.92
Arabica,royal base corporation,Vietnam,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,7.67,82.92
Arabica,veronica lopez castillejos,Mexico,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,82.92
Arabica,kona pacific farmers cooperative,United States of America,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,7.5,82.92
Arabica,racafe & cia s.c.a,Colombia,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,7.67,82.92
Arabica,doi tung development project,Thailand,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,7.75,82.92
Arabica,jungle estate,Kenya,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83
Arabica,juan luis alvarado romero,Guatemala,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83
Arabica,ipanema coffees,Brazil,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83
Arabica,consejo salvadoreño del café,El Salvador,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83
Arabica,samuel muhirwa,Rwanda,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83
Arabica,"sunvirtue co., ltd.",Vietnam,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83
Arabica,juan luis alvarado romero,Guatemala,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83
Arabica,cafebras,Brazil,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83
Arabica,essencecoffee,Colombia,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,7.08,82.83
Arabica,joshua marsceau,United States of America,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,7.58,82.83
Arabica,juan luis alvarado romero,Guatemala,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83
Arabica,"coffeebythebag.com , inc",Colombia,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83
Arabica,racafe & cia s.c.a,Colombia,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83
Arabica,edwin agasso,United Republic of Tanzania,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83
Arabica,armando luis pohlenz martinez,Mexico,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83
Arabica,alfredo bojalil,Mexico,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,82.83
Arabica,juan luis alvarado romero,Guatemala,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,82.83
Arabica,alfredo bojalil,Mexico,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,7.5,82.83
Arabica,the coffee source inc.,El Salvador,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,7.25,82.83
Arabica,juan luis alvarado romero,Guatemala,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.75
Arabica,juan luis alvarado romero,Guatemala,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,7.5,82.75
Arabica,juan luis alvarado romero,Guatemala,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,82.75
Arabica,juan luis alvarado romero,Guatemala,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.58,82.75
Arabica,juan luis alvarado romero,Guatemala,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,82.75
Arabica,sanjava coffee,Indonesia,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,82.75
Arabica,juan luis alvarado romero,Guatemala,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,7.67,82.75
Arabica,consejo salvadoreño del café,El Salvador,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,7.67,82.75
Arabica,"ceca, s.a.",Costa Rica,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75
Arabica,bismarck castro,Honduras,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,82.75
Arabica,ipanema coffees,Brazil,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,82.75
Arabica,yunnan coffee exchange,China,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,82.75
Arabica,yunnan coffee exchange,China,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.75
Arabica,racafe & cia s.c.a,Colombia,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,82.75
Arabica,afca,Malawi,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.75
Arabica,juan luis alvarado romero,Guatemala,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,82.75
Arabica,coffee export,Colombia,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75
Arabica,eileen koyanagi,United States of America,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,82.75
Arabica,eileen koyanagi,United States of America,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,82.75
Arabica,the coffee source inc.,Colombia,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,82.75
Arabica,nestor mendez gomez,Mexico,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.75
Arabica,sergio de la vequia bernardi,Mexico,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,7.67,82.75
Arabica,romulo bello flores,Mexico,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,10.0,8.08,82.75
Arabica,,Colombia,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.5,82.75
Arabica,racafe & cia s.c.a,Colombia,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,82.75
Arabica,kona pacific farmers cooperative,United States of America,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,7.75,82.75
Arabica,rachel peterson,Panama,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,7.58,82.75
Arabica,kona pacific farmers cooperative,United States of America,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,7.42,82.75
Arabica,ipanema coffees,Brazil,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,7.5,82.67
Arabica,ipanema coffees,Brazil,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.5,82.67
Arabica,cqi taiwan icp cqi台灣合作夥伴,Laos,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,7.58,82.67
Arabica,consejo salvadoreño del café,El Salvador,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,82.67
Arabica,josé luis rojas yeo,Mexico,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,7.75,82.67
Arabica,federacion nacional de cafeteros,Colombia,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,7.42,82.67
Arabica,ipanema coffees,Brazil,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67
Arabica,bourbon specialty coffees,Brazil,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.67
Arabica,nitin coffee estate,United Republic of Tanzania,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,82.67
Arabica,taylor winch (t) ltd,United Republic of Tanzania,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,7.08,82.67
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.67
Arabica,kawacom uganda ltd,Uganda,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.67
Arabica,松澤宏樹 koju matsuzawa,Thailand,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,82.67
Arabica,adam kline,El Salvador,7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,7.67,82.67
Arabica,juan luis alvarado romero,Guatemala,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67
Arabica,doi tung development project,Thailand,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67
Arabica,montegrande,Mexico,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.67
Arabica,grupo cafetalero los brujos spr de rl,Mexico,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,7.58,82.67
Arabica,george a. fernandez,Colombia,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,7.58,82.67
Arabica,kona pacific farmers cooperative,United States of America,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,7.58,82.67
Arabica,young kim,Mexico,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,7.08,82.67
Arabica,exportadora de cafe condor s.a,Colombia,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,7.42,82.67
Arabica,racafe & cia s.c.a,Colombia,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,7.58,82.67
Arabica,juan luis alvarado romero,Guatemala,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,82.58
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58
Arabica,gabriel barbara,Brazil,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,82.58
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,82.58
